0	0.97512	0.97593	0.93605	0.9773	0.96767	0.99471	0.95602	0.98709	0.96676	0.98532	0.99533	0.94546	0.87619	0.96431	0.95344	0.97938	0.93274	0.94712	0.93459	0.97332	0.9411	0.95571	0.95694
0.97512	0	0.99509	0.96904	0.99671	0.99595	0.98202	0.99185	0.98429	0.99449	0.97337	0.96745	0.99037	0.9155	0.99618	0.99258	0.99521	0.98016	0.98956	0.98484	0.99603	0.98964	0.99238	0.98969
0.97593	0.99509	0	0.97632	0.9976	0.98936	0.98616	0.99308	0.98475	0.99446	0.98351	0.9737	0.97869	0.92573	0.98863	0.99199	0.99478	0.98013	0.98873	0.98166	0.99223	0.98258	0.9834	0.99218
0.93605	0.96904	0.97632	0	0.97604	0.96523	0.94441	0.98479	0.93708	0.98196	0.95795	0.93698	0.95657	0.9778	0.9661	0.98378	0.97904	0.99093	0.98511	0.98465	0.96862	0.96732	0.96957	0.98823
0.9773	0.99671	0.9976	0.97604	0	0.98937	0.98428	0.99296	0.98219	0.99579	0.98353	0.97435	0.98076	0.92286	0.99038	0.99136	0.99594	0.98146	0.98969	0.98351	0.99118	0.9828	0.98595	0.99001
0.96767	0.99595	0.98936	0.96523	0.98937	0	0.97201	0.98739	0.97753	0.99033	0.96072	0.96025	0.99212	0.91245	0.9976	0.99254	0.99127	0.98005	0.9872	0.98488	0.99818	0.9937	0.9961	0.9861
0.99471	0.98202	0.98616	0.94441	0.98428	0.97201	0	0.96741	0.99378	0.97374	0.98819	0.99035	0.95512	0.88741	0.97024	0.96415	0.98335	0.94237	0.95868	0.94572	0.97836	0.95127	0.95923	0.9682
0.95602	0.99185	0.99308	0.98479	0.99296	0.98739	0.96741	0	0.96415	0.99668	0.97057	0.95357	0.98142	0.93935	0.98625	0.99451	0.99091	0.99107	0.99652	0.99259	0.98792	0.98608	0.98661	0.99232
0.98709	0.98429	0.98475	0.93708	0.98219	0.97753	0.99378	0.96415	0	0.96893	0.97148	0.97818	0.96728	0.88146	0.9787	0.96785	0.98079	0.94175	0.95736	0.9473	0.9826	0.96256	0.96446	0.97063
0.96676	0.99449	0.99446	0.98196	0.99579	0.99033	0.97374	0.99668	0.96893	0	0.97712	0.96432	0.9819	0.93149	0.98851	0.99327	0.99494	0.98942	0.99556	0.99087	0.99091	0.9859	0.99068	0.99121
0.98532	0.97337	0.98351	0.95795	0.98353	0.96072	0.98819	0.97057	0.97148	0.97712	0	0.99044	0.93588	0.90118	0.95705	0.96089	0.98129	0.94988	0.96063	0.94664	0.96536	0.93947	0.95261	0.96423
0.99533	0.96745	0.9737	0.93698	0.97435	0.96025	0.99035	0.95357	0.97818	0.96432	0.99044	0	0.93067	0.87379	0.95601	0.94853	0.97699	0.93108	0.94327	0.92901	0.96543	0.9329	0.94831	0.95073
0.94546	0.99037	0.97869	0.95657	0.98076	0.99212	0.95512	0.98142	0.96728	0.9819	0.93588	0.93067	0	0.9108	0.99347	0.98868	0.97892	0.97596	0.98459	0.98561	0.99072	0.99508	0.99056	0.9828
0.87619	0.9155	0.92573	0.9778	0.92286	0.91245	0.88741	0.93935	0.88146	0.93149	0.90118	0.87379	0.9108	0	0.91461	0.94112	0.9283	0.95293	0.94066	0.94514	0.92035	0.91999	0.91793	0.9575
0.96431	0.99618	0.98863	0.9661	0.99038	0.9976	0.97024	0.98625	0.9787	0.98851	0.95705	0.95601	0.99347	0.91461	0	0.99335	0.99128	0.9817	0.98693	0.9859	0.99612	0.9949	0.99503	0.98696
0.95344	0.99258	0.99199	0.98378	0.99136	0.99254	0.96415	0.99451	0.96785	0.99327	0.96089	0.94853	0.98868	0.94112	0.99335	0	0.99065	0.99353	0.99564	0.99562	0.99211	0.99451	0.99211	0.99484
0.97938	0.99521	0.99478	0.97904	0.99594	0.99127	0.98335	0.99091	0.98079	0.99494	0.98129	0.97699	0.97892	0.9283	0.99128	0.99065	0	0.9832	0.98883	0.98306	0.99251	0.98278	0.98894	0.99027
0.93274	0.98016	0.98013	0.99093	0.98146	0.98005	0.94237	0.99107	0.94175	0.98942	0.94988	0.93108	0.97596	0.95293	0.9817	0.99353	0.9832	0	0.99482	0.99646	0.97898	0.98604	0.98608	0.98832
0.94712	0.98956	0.98873	0.98511	0.98969	0.9872	0.95868	0.99652	0.95736	0.99556	0.96063	0.94327	0.98459	0.94066	0.98693	0.99564	0.98883	0.99482	0	0.99708	0.98684	0.9898	0.98973	0.99176
0.93459	0.98484	0.98166	0.98465	0.98351	0.98488	0.94572	0.99259	0.9473	0.99087	0.94664	0.92901	0.98561	0.94514	0.9859	0.99562	0.98306	0.99646	0.99708	0	0.98351	0.99096	0.9892	0.98939
0.97332	0.99603	0.99223	0.96862	0.99118	0.99818	0.97836	0.98792	0.9826	0.99091	0.96536	0.96543	0.99072	0.92035	0.99612	0.99211	0.99251	0.97898	0.98684	0.98351	0	0.99112	0.99262	0.98939
0.9411	0.98964	0.98258	0.96732	0.9828	0.9937	0.95127	0.98608	0.96256	0.9859	0.93947	0.9329	0.99508	0.91999	0.9949	0.99451	0.98278	0.98604	0.9898	0.99096	0.99112	0	0.99497	0.98745
0.95571	0.99238	0.9834	0.96957	0.98595	0.9961	0.95923	0.98661	0.96446	0.99068	0.95261	0.94831	0.99056	0.91793	0.99503	0.99211	0.98894	0.98608	0.98973	0.9892	0.99262	0.99497	0	0.98564
0.95694	0.98969	0.99218	0.98823	0.99001	0.9861	0.9682	0.99232	0.97063	0.99121	0.96423	0.95073	0.9828	0.9575	0.98696	0.99484	0.99027	0.98832	0.99176	0.98939	0.98939	0.98745	0.98564	0
