0.55799	0.084713	-0.023719	0.010658	-0.0029698	-0.0013956	0.0091648	-0.066021	0.013816	-0.010629	-0.00064916	-0.0047452	0.0041375	0.10557	0.027874
0.65147	0.099363	-0.030631	0.0098496	-0.002281	-0.0016874	0.011386	-0.072358	0.012476	-0.013091	-0.0047288	-0.0079656	0.0080468	0.12217	0.018035
0.65275	0.099487	-0.030615	0.010887	-0.0028846	-0.0010142	0.010772	-0.072592	0.012959	-0.013041	-0.0039135	-0.0076947	0.0075872	0.12273	0.020921
0.0030249	0.0062351	-0.004209	0.0017341	-0.00044246	-0.00030409	0.0020236	-0.014581	0.0033586	-0.0035737	-0.00096327	-0.002031	0.0020786	0.042748	0.01169
0.64439	0.098248	-0.029461	0.0098273	-0.0023057	-0.0020444	0.01145	-0.073072	0.013314	-0.012962	-0.0037939	-0.0072631	0.0072638	0.12125	0.020427
0.48365	0.073065	-0.019948	0.01139	-0.0034295	-0.00031789	0.0069553	-0.057602	0.012537	-0.0081405	0.0004994	-0.003662	0.0025744	0.090699	0.030506
0.62422	0.095239	-0.029882	0.012138	-0.0041883	0.001595	0.0091207	-0.067757	0.012175	-0.012062	-0.0036303	-0.0071617	0.0071881	0.11728	0.021098
0.67752	0.19036	1.6489	-0.044205	0.010048	0.0064406	-0.040638	0.18204	-0.018506	0.016947	0.0049636	0.0091572	-0.0087872	-0.10027	-0.0089709
0.63945	0.097453	-0.029318	0.010462	-0.0028415	-0.0013723	0.010953	-0.072605	0.013599	-0.013304	-0.0030292	-0.0069708	0.0068426	0.121	0.022461
0.73635	-1.6017	0.052103	-0.018667	0.0073063	0.0030247	-0.055374	0.056299	0.0048085	0.0093977	0.003247	0.0061589	-0.0061356	-0.10665	-0.025188
0.64539	0.098363	-0.029484	0.010112	-0.0024489	-0.0018742	0.011352	-0.07312	0.013321	-0.01285	-0.0037133	-0.0072624	0.0071754	0.12131	0.021126
0.59497	0.090422	-0.02629	0.01115	-0.0030728	-0.0012151	0.0095445	-0.068959	0.013914	-0.011709	-0.001344	-0.0057066	0.0051678	0.11269	0.027017
0.64388	0.098211	-0.029593	0.0095733	-0.0021415	-0.0021746	0.011434	-0.072718	0.013161	-0.013152	-0.0040504	-0.007444	0.0075271	0.1213	0.019124
0.6483	0.10106	-0.031804	0.010796	-0.0027154	-0.0018558	0.012148	-0.079613	0.014997	-0.015254	-0.0040285	-0.0083923	0.008453	0.14489	0.027315
0.63724	0.1049	-0.034395	0.013081	-0.0034104	-0.0020288	0.013563	-0.092963	0.01864	-0.017665	-0.0039373	-0.0094897	0.0093128	0.18053	0.041567
0.64032	0.097528	-0.029007	0.010261	-0.0025258	-0.0018419	0.011146	-0.072965	0.013565	-0.012761	-0.0033307	-0.0069595	0.006855	0.12055	0.022213
0.65136	0.099367	-0.030959	0.010031	-0.0023701	-0.0014319	0.011142	-0.071871	0.012327	-0.013203	-0.004716	-0.0081242	0.0081694	0.12223	0.017813
0.64189	0.11736	-0.047867	0.016084	-0.0036561	-0.002652	0.020246	-0.13509	0.027252	-0.03295	-0.01428	-0.022104	0.023379	0.45932	-1.8053
0.64838	0.098941	-0.030972	0.0098412	-0.0023373	-0.0013779	0.0112	-0.071266	0.011997	-0.01316	-0.0049887	-0.0082316	0.0083208	0.12154	0.016848
0.64097	0.097637	-0.029241	0.010556	-0.0027021	-0.0016434	0.010873	-0.07296	0.013812	-0.013036	-0.002895	-0.0069215	0.0067595	0.12116	0.022977
0.63087	0.096089	-0.028563	0.010824	-0.0029222	-0.0013916	0.010555	-0.072117	0.01389	-0.012624	-0.0024338	-0.0065682	0.0063657	0.11931	0.024105
0.64917	0.098992	-0.030083	0.010651	-0.0029079	-0.0011149	0.01096	-0.072903	0.013332	-0.013082	-0.0035761	-0.007284	0.0073257	0.12243	0.021261
0.64445	0.098421	-0.030633	0.0097218	-0.0024649	-0.0014333	0.011325	-0.071191	0.012145	-0.013342	-0.004603	-0.0081181	0.0080788	0.12108	0.01727
0.64882	0.098957	-0.030148	0.0096259	-0.0022033	-0.0021155	0.011501	-0.072921	0.013016	-0.013442	-0.0041318	-0.0077108	0.0076876	0.1222	0.019009
0.65674	0.10799	-0.036405	0.012798	-0.003104	-0.002041	0.013953	-0.093529	0.017802	-0.018499	-0.005248	-0.010698	0.010537	0.18418	0.037937
0.66963	0.13893	-0.073379	0.033887	-0.0085087	-0.0051212	0.040127	-0.33877	0.2144	-0.61668	-1.212	1.1123	-0.36626	-0.62503	-0.030723
0.65347	0.11361	-0.041392	0.014575	-0.0035688	-0.0024322	0.016564	-0.1112	0.021909	-0.023505	-0.0070834	-0.014003	0.013916	0.25325	0.063554
0.65894	0.10816	-0.036253	0.012904	-0.0032019	-0.0019023	0.01395	-0.093523	0.017819	-0.018095	-0.0052798	-0.010467	0.010424	0.18346	0.038689
0.64674	0.11806	-0.047918	0.016159	-0.0036641	-0.0027365	0.020319	-0.13588	0.027557	-0.033075	-0.01411	-0.022005	0.023282	0.46024	-1.8047
0.66067	0.11842	-0.045333	0.016559	-0.0039362	-0.0025712	0.018532	-0.12703	0.025682	-0.027695	-0.0096165	-0.01744	0.017509	0.3376	0.12878
0.65428	0.10766	-0.036968	0.012613	-0.0031038	-0.0015618	0.013857	-0.091771	0.01664	-0.018266	-0.006464	-0.011305	0.011326	0.18304	0.033131
0.66811	0.14366	-0.080687	0.039396	-0.0099963	-0.0059876	0.046673	-0.41475	0.48818	1.3842	0.15745	0.21624	-0.15551	-0.59536	-0.038405
0.65449	0.11191	-0.048431	-0.085707	-0.020927	0.001144	-0.0015404	-0.055812	0.019129	-0.035118	0.035817	0.005954	0.0015512	0.13869	0.034266
0.6525	0.099515	-0.03087	0.0099712	-0.002331	-0.0016369	0.011332	-0.07228	0.012408	-0.013295	-0.0046207	-0.0081443	0.0080726	0.12241	0.018276
0.66753	0.13865	-0.073517	0.033666	-0.0083929	-0.0052018	0.040187	-0.33816	0.21404	-0.61663	-1.2124	1.112	-0.36603	-0.62552	-0.031799
0.67951	-0.12907	-0.061224	0.030415	-0.0063878	-0.0034042	0.014963	-0.39968	-1.8148	0.24484	0.061506	0.092127	-0.076558	-0.39246	-0.020571
0.71671	-1.2859	0.042498	-0.015186	0.0050412	0.0029777	-0.037309	0.090036	0.2692	-0.030757	-0.0068593	-0.010021	0.0076578	0.00083206	-0.009463
0.64096	0.097606	-0.029156	0.010603	-0.002662	-0.0017852	0.010883	-0.073073	0.013825	-0.012982	-0.0028171	-0.0069725	0.0067019	0.121	0.023352
0.63754	0.10509	-0.036438	0.011114	-0.0024788	-0.0019987	0.014128	-0.088741	0.015415	-0.018072	-0.0074816	-0.011563	0.011961	0.1782	0.025788
0.033935	0.071815	-0.16965	-1.8218	-0.66802	0.0099147	-0.28856	0.50806	-0.03864	0.027519	0.037982	0.031845	-0.026456	-0.26601	-0.026009
0.65264	0.099558	-0.030637	0.0098277	-0.0022801	-0.0017943	0.011458	-0.072669	0.012643	-0.01329	-0.0045294	-0.0079779	0.0079791	0.12256	0.018362
0.65549	0.10737	-0.036269	0.012112	-0.0028618	-0.0019519	0.014028	-0.09098	0.016421	-0.017581	-0.0065256	-0.010953	0.011045	0.17809	0.031086
0.64604	0.10639	-0.035562	0.011748	-0.0026546	-0.0025875	0.014279	-0.092636	0.017642	-0.018306	-0.0055891	-0.010457	0.010643	0.18175	0.035085
0.63921	0.097638	-0.030638	0.0092489	-0.002125	-0.0015165	0.011308	-0.070041	0.011568	-0.012984	-0.0053687	-0.0082632	0.0085163	0.11975	0.014819
0.64761	0.098739	-0.030452	0.010988	-0.0030103	-0.00071877	0.010501	-0.071985	0.013029	-0.013057	-0.0036833	-0.0074885	0.0074821	0.12213	0.021058
0.64736	0.11817	-0.047633	0.016065	-0.0036457	-0.0028775	0.020464	-0.13636	0.027804	-0.03302	-0.014036	-0.021843	0.023151	0.46037	-1.8044
0.64942	0.10654	-0.035948	0.011719	-0.002691	-0.0021223	0.014115	-0.09042	0.016275	-0.017423	-0.006684	-0.010893	0.011099	0.17709	0.030136
0.64941	0.098957	-0.02992	0.010515	-0.0026216	-0.0016916	0.011036	-0.073336	0.013544	-0.013204	-0.0033713	-0.0073665	0.0071569	0.12247	0.02198
0.64402	0.098059	-0.030241	0.011123	-0.002821	-0.0010113	0.010403	-0.071549	0.012826	-0.012784	-0.0036781	-0.0077146	0.0073059	0.1209	0.021949
0.62412	0.094976	-0.028122	0.010908	-0.0029932	-0.0011965	0.010441	-0.071332	0.013693	-0.012296	-0.0025617	-0.0063632	0.0062219	0.11783	0.024345
0.65317	0.099556	-0.030388	0.01035	-0.0025721	-0.0015738	0.01123	-0.073203	0.013118	-0.013276	-0.0039761	-0.0076353	0.007556	0.1229	0.020574
0.67099	0.14521	-0.082108	0.040905	-0.010618	-0.0056613	0.04737	-0.42458	0.50134	1.4217	0.16233	0.22241	-0.16022	-0.61345	-0.03755
0.70009	-0.89761	0.020589	-0.0089425	0.0045508	0.0020702	-0.042044	0.0024021	0.030673	-0.0026982	-0.00073921	-0.00078378	0.00056692	-0.015034	-0.010538
0.6632	0.12841	-0.10729	0.041181	-0.077083	-0.025063	0.7066	0.46558	-0.032005	0.010483	0.02151	0.01546	-0.011756	-0.072837	-0.0014679
0.6438	0.097984	-0.029593	0.011033	-0.0028405	-0.0013398	0.010677	-0.072617	0.013426	-0.012794	-0.0031799	-0.0072743	0.0068578	0.12113	0.023446
0.0152	0.016135	-0.036306	-0.29003	-0.048304	0.0066251	-0.044014	0.10287	0.0056453	-0.048363	0.11466	0.046338	-0.024624	-0.11327	-0.008592
0.64343	0.097951	-0.029612	0.011166	-0.0029597	-0.0011633	0.010507	-0.072471	0.013462	-0.012702	-0.0031201	-0.0072031	0.0068826	0.12106	0.023364
0.64849	0.098967	-0.030537	0.0096164	-0.0022988	-0.0017914	0.011561	-0.072109	0.0124	-0.013355	-0.0046064	-0.0080392	0.008006	0.12178	0.01777
0.65659	0.10803	-0.03687	0.01255	-0.0030966	-0.0016581	0.014047	-0.092188	0.016706	-0.018066	-0.0065515	-0.011246	0.011308	0.18324	0.033133
0.73407	-1.5427	0.049322	-0.017602	0.0068792	0.0033598	-0.055212	0.050272	0.0041781	0.0086587	0.003145	0.0057931	-0.0056802	-0.09775	-0.022858
0.64153	0.097734	-0.030046	0.011528	-0.003294	-0.00035813	0.010084	-0.071333	0.013099	-0.012731	-0.0032767	-0.0073205	0.0070974	0.12087	0.022663
0.62834	0.095659	-0.028327	0.010692	-0.0028406	-0.0015741	0.010569	-0.072133	0.014009	-0.0129	-0.0022152	-0.0065351	0.0061939	0.11897	0.024511
0.65539	0.10775	-0.036615	0.013446	-0.0034744	-0.0013994	0.013566	-0.092662	0.017369	-0.018022	-0.0054531	-0.010891	0.010592	0.1835	0.03823
0.6421	0.03093	-0.058019	0.044497	-0.029985	-0.012241	0.3171	0.16515	0.0083999	-0.00074122	-0.0040245	-0.0025838	0.0027146	0.044687	0.0045259
0.65388	0.15193	-0.15976	-0.19407	1.1454	0.11534	-0.32295	0.47651	-0.030967	0.032703	-0.0058127	0.0091316	-0.010681	-0.12628	-0.013673
0.6355	0.10444	-0.034857	0.014168	-0.0039567	-0.0010111	0.01277	-0.091334	0.017947	-0.017315	-0.0040301	-0.0098874	0.0093129	0.17926	0.043285
0.63863	0.10524	-0.036485	0.011177	-0.0025065	-0.001985	0.014122	-0.088858	0.015451	-0.018097	-0.0074471	-0.011575	0.011945	0.17839	0.025972
0.65231	0.099355	-0.030372	0.010807	-0.0027665	-0.001291	0.010927	-0.073014	0.013171	-0.013151	-0.0037156	-0.0075989	0.007394	0.12275	0.021714
