0.55799	0.084713	-0.023719	0.010658	-0.0029698	-0.0013956	0.0091648	-0.066021	0.013816	0.010629	0.00064916	-0.0047452	0.0041375	-0.10557	-0.027874	-0.05918	-0.037665	-0.032298	0.030881	-0.0072874	-0.0058368	-0.0023673	0.011932	0.034014	0.0056881
0.65147	0.099363	-0.030631	0.0098496	-0.002281	-0.0016874	0.011386	-0.072358	0.012476	0.013091	0.0047288	-0.0079656	0.0080468	-0.12217	-0.018035	-0.056144	-0.03889	-0.036406	0.037216	-0.0054298	-0.010583	-0.0060479	0.00013165	-0.004968	0.0010873
0.65275	0.099487	-0.030615	0.010887	-0.0028846	-0.0010142	0.010772	-0.072592	0.012959	0.013041	0.0039135	-0.0076947	0.0075872	-0.12273	-0.020921	-0.058916	-0.039718	-0.036496	0.037304	-0.0053221	-0.0080815	-0.0056462	0.0026017	0.0042433	-0.00047675
0.0030249	0.0062351	-0.004209	0.0017341	-0.00044246	-0.00030409	0.0020236	-0.014581	0.0033586	0.0035737	0.00096327	-0.002031	0.0020786	-0.042748	-0.01169	-0.037	-0.035269	-0.035345	0.066171	-0.022759	-0.037018	2.4076	-0.011198	-0.016112	-0.014851
0.64439	0.098248	-0.029461	0.0098273	-0.0023057	-0.0020444	0.01145	-0.073072	0.013314	0.012962	0.0037939	-0.0072631	0.0072638	-0.12125	-0.020427	-0.057972	-0.039774	-0.036632	0.036479	-0.0064081	-0.010591	-0.0048184	0.0024558	0.0032789	0.004193
0.48365	0.073065	-0.019948	0.01139	-0.0034295	-0.00031789	0.0069553	-0.057602	0.012537	0.0081405	-0.0004994	-0.003662	0.0025744	-0.090699	-0.030506	-0.056374	-0.033388	-0.027303	0.027703	-0.006446	-0.0017646	-0.0029524	0.016976	0.049721	0.00010472
0.62422	0.095239	-0.029882	0.012138	-0.0041883	0.001595	0.0091207	-0.067757	0.012175	0.012062	0.0036303	-0.0071617	0.0071881	-0.11728	-0.021098	-0.057434	-0.03803	-0.034807	0.036443	-0.0045001	-0.0057171	-0.0056459	0.003484	0.0084486	-0.0040039
0.67752	0.19036	1.6489	-0.044205	0.010048	0.0064406	-0.040638	0.18204	-0.018506	-0.016947	-0.0049636	0.0091572	-0.0087872	0.10027	0.0089709	0.024466	0.013252	0.011717	-0.0085575	0.0012066	0.0020456	0.00068479	0.00023543	0.0010197	-0.00067026
0.63945	0.097453	-0.029318	0.010462	-0.0028415	-0.0013723	0.010953	-0.072605	0.013599	0.013304	0.0030292	-0.0069708	0.0068426	-0.121	-0.022461	-0.059625	-0.040291	-0.036591	0.036036	-0.006738	-0.0075785	-0.0037868	0.0038043	0.009709	0.0023275
0.73635	-1.6017	0.052103	-0.018667	0.0073063	0.0030247	-0.055374	0.056299	0.0048085	-0.0093977	-0.003247	0.0061589	-0.0061356	0.10665	0.025188	0.082585	0.28649	-0.65006	0.01699	0.29534	-0.057985	0.0048348	0.34409	-0.057133	0.0022777
0.64539	0.098363	-0.029484	0.010112	-0.0024489	-0.0018742	0.011352	-0.07312	0.013321	0.01285	0.0037133	-0.0072624	0.0071754	-0.12131	-0.021126	-0.058596	-0.039861	-0.036568	0.036619	-0.0063563	-0.010009	-0.0050296	0.0032366	0.0052533	0.0032376
0.59497	0.090422	-0.02629	0.01115	-0.0030728	-0.0012151	0.0095445	-0.068959	0.013914	0.011709	0.001344	-0.0057066	0.0051678	-0.11269	-0.027017	-0.060687	-0.039033	-0.034064	0.033317	-0.0068828	-0.0049168	-0.0029656	0.0097885	0.028456	0.0023533
0.64388	0.098211	-0.029593	0.0095733	-0.0021415	-0.0021746	0.011434	-0.072718	0.013161	0.013152	0.0040504	-0.007444	0.0075271	-0.1213	-0.019124	-0.056664	-0.039381	-0.036484	0.036296	-0.0063657	-0.010866	-0.0047389	0.0012846	-0.00033169	0.0041183
0.6483	0.10106	-0.031804	0.010796	-0.0027154	-0.0018558	0.012148	-0.079613	0.014997	0.015254	0.0040285	-0.0083923	0.008453	-0.14489	-0.027315	-0.08101	-0.063455	-0.060814	0.086114	-0.02458	-0.039199	2.1129	-0.008596	-0.01216	-0.011043
0.63724	0.1049	-0.034395	0.013081	-0.0034104	-0.0020288	0.013563	-0.092963	0.01864	0.017665	0.0039373	-0.0094897	0.0093128	-0.18053	-0.041567	-0.1143	-0.090331	-0.085652	0.12112	-0.030306	-0.043618	-0.047562	0.19087	0.78234	1.2338
0.64032	0.097528	-0.029007	0.010261	-0.0025258	-0.0018419	0.011146	-0.072965	0.013565	0.012761	0.0033307	-0.0069595	0.006855	-0.12055	-0.022213	-0.059245	-0.04002	-0.036362	0.036257	-0.0066361	-0.0093581	-0.0046156	0.0044113	0.0091632	0.0036974
0.65136	0.099367	-0.030959	0.010031	-0.0023701	-0.0014319	0.011142	-0.071871	0.012327	0.013203	0.004716	-0.0081242	0.0081694	-0.12223	-0.017813	-0.056042	-0.038664	-0.036274	0.037152	-0.0050289	-0.0096153	-0.0061071	-0.00027972	-0.0055305	-0.00033853
0.64189	0.11736	-0.047867	0.016084	-0.0036561	-0.002652	0.020246	-0.13509	0.027252	0.03295	0.01428	-0.022104	0.023379	-0.45932	1.8053	0.84694	0.15733	0.1277	-0.065102	0.0065109	0.014595	0.0060446	0.0021547	0.010773	-0.00085564
0.64838	0.098941	-0.030972	0.0098412	-0.0023373	-0.0013779	0.0112	-0.071266	0.011997	0.01316	0.0049887	-0.0082316	0.0083208	-0.12154	-0.016848	-0.054962	-0.038192	-0.036049	0.037166	-0.0049346	-0.010046	-0.0063335	-0.0010977	-0.0083563	-0.00081304
0.64097	0.097637	-0.029241	0.010556	-0.0027021	-0.0016434	0.010873	-0.07296	0.013812	0.013036	0.002895	-0.0069215	0.0067595	-0.12116	-0.022977	-0.060181	-0.040452	-0.036572	0.035744	-0.0062826	-0.0080692	-0.0038817	0.0047272	0.011493	0.0034019
