0.55799	0.084713	-0.023719	0.010658	0.0029698	0.0013956
0.65147	0.099363	-0.030631	0.0098496	0.002281	0.0016874
0.65275	0.099487	-0.030615	0.010887	0.0028846	0.0010142
0.0030249	0.0062351	-0.004209	0.0017341	0.00044246	0.00030409
0.64439	0.098248	-0.029461	0.0098273	0.0023057	0.0020444
0.48365	0.073065	-0.019948	0.01139	0.0034295	0.00031789
0.62422	0.095239	-0.029882	0.012138	0.0041883	-0.001595
0.67752	0.19036	1.6489	-0.044205	-0.010048	-0.0064406
0.63945	0.097453	-0.029318	0.010462	0.0028415	0.0013723
0.73635	-1.6017	0.052103	-0.018667	-0.0073063	-0.0030247
0.64539	0.098363	-0.029484	0.010112	0.0024489	0.0018742
0.59497	0.090422	-0.02629	0.01115	0.0030728	0.0012151
0.64388	0.098211	-0.029593	0.0095733	0.0021415	0.0021746
0.6483	0.10106	-0.031804	0.010796	0.0027154	0.0018558
0.63724	0.1049	-0.034395	0.013081	0.0034104	0.0020288
0.64032	0.097528	-0.029007	0.010261	0.0025258	0.0018419
0.65136	0.099367	-0.030959	0.010031	0.0023701	0.0014319
0.64189	0.11736	-0.047867	0.016084	0.0036561	0.002652
0.64838	0.098941	-0.030972	0.0098412	0.0023373	0.0013779
0.64097	0.097637	-0.029241	0.010556	0.0027021	0.0016434
0.63087	0.096089	-0.028563	0.010824	0.0029222	0.0013916
0.64917	0.098992	-0.030083	0.010651	0.0029079	0.0011149
0.64445	0.098421	-0.030633	0.0097218	0.0024649	0.0014333
0.64882	0.098957	-0.030148	0.0096259	0.0022033	0.0021155
0.65674	0.10799	-0.036405	0.012798	0.003104	0.002041
0.66963	0.13893	-0.073379	0.033887	0.0085087	0.0051212
0.65347	0.11361	-0.041392	0.014575	0.0035688	0.0024322
0.65894	0.10816	-0.036253	0.012904	0.0032019	0.0019023
0.64674	0.11806	-0.047918	0.016159	0.0036641	0.0027365
0.66067	0.11842	-0.045333	0.016559	0.0039362	0.0025712
0.65428	0.10766	-0.036968	0.012613	0.0031038	0.0015618
0.66811	0.14366	-0.080687	0.039396	0.0099963	0.0059876
0.65449	0.11191	-0.048431	-0.085707	0.020927	-0.001144
0.6525	0.099515	-0.03087	0.0099712	0.002331	0.0016369
0.66753	0.13865	-0.073517	0.033666	0.0083929	0.0052018
0.67951	-0.12907	-0.061224	0.030415	0.0063878	0.0034042
0.71671	-1.2859	0.042498	-0.015186	-0.0050412	-0.0029777
0.64096	0.097606	-0.029156	0.010603	0.002662	0.0017852
0.63754	0.10509	-0.036438	0.011114	0.0024788	0.0019987
0.033935	0.071815	-0.16965	-1.8218	0.66802	-0.0099147
0.65264	0.099558	-0.030637	0.0098277	0.0022801	0.0017943
0.65549	0.10737	-0.036269	0.012112	0.0028618	0.0019519
0.64604	0.10639	-0.035562	0.011748	0.0026546	0.0025875
0.63921	0.097638	-0.030638	0.0092489	0.002125	0.0015165
0.64761	0.098739	-0.030452	0.010988	0.0030103	0.00071877
0.64736	0.11817	-0.047633	0.016065	0.0036457	0.0028775
0.64942	0.10654	-0.035948	0.011719	0.002691	0.0021223
0.64941	0.098957	-0.02992	0.010515	0.0026216	0.0016916
0.64402	0.098059	-0.030241	0.011123	0.002821	0.0010113
0.62412	0.094976	-0.028122	0.010908	0.0029932	0.0011965
0.65317	0.099556	-0.030388	0.01035	0.0025721	0.0015738
0.67099	0.14521	-0.082108	0.040905	0.010618	0.0056613
0.70009	-0.89761	0.020589	-0.0089425	-0.0045508	-0.0020702
0.6632	0.12841	-0.10729	0.041181	0.077083	0.025063
0.6438	0.097984	-0.029593	0.011033	0.0028405	0.0013398
