0.62961	0.18531	0.076703	0.1594	0.040935	0.073463	0.031587	-0.1294	0.05942	-0.046793	0.0044742	0.023732	0.039304	0.0061085	-0.1785	-0.17682	0.11449	0.027145	-0.043107	0.0070589	-0.011144	0.012135	0.1254	0.17738	0.045503	-0.11108	0.06813	-0.052172	-0.018898	-0.025804	-0.051106	0.1453	0.046042	0.06214	-0.039581	0.029276	0.053409	0.082747	0.0090158	-0.07199	0.01833	0.048002	0.061494	-0.041472	-0.03387	0.10014	0.037618	0.035946	-0.0611	-0.042458	0.07955	0.010035	-0.0072826	-0.07883	-0.052116	0.0051418	-0.0075637	0.016535	-0.031798	0.015692	0.033207	-0.048692	-0.029022	-0.082715	-0.02417	0.027095	-0.006856	-0.036926	-0.074849	0.087005	0.020237	0.014684	0.0058549	0.083172	-0.0020107	-0.010805	-0.019392	0.053917	-0.052605	0.019554	0.042086	-0.057458	-0.027192	0.0016834	-0.076232	-0.085636	-0.074966	-0.006356	0.05218	-0.018959	-0.039691	-0.0099514	-0.012151	0.093288	-0.030587	-0.036378	0.020341	-0.012488	0.025492	-0.055203
0.64455	0.031892	-0.10067	-0.0064659	-0.058334	-0.081267	-0.0085377	0.054285	-0.0032128	0.042246	-0.061287	-0.017574	-0.0376	-0.081792	-0.013366	-0.028446	-0.054148	-0.0041669	0.090992	0.059246	-0.041529	0.015602	0.011952	-0.022791	0.1171	-0.048878	0.015846	-0.060124	-0.15736	-0.17744	-0.019276	0.019538	-0.079865	-0.069155	-0.049621	0.078164	0.046717	0.026063	0.056297	0.015438	0.12805	-0.023248	-0.1553	-0.031224	-0.011487	-0.16895	0.10926	0.045027	0.041299	-0.09471	-0.081394	0.035532	0.080451	0.080955	-0.1072	0.059584	0.0086574	-0.080597	-0.063467	0.0095691	-0.11698	0.068735	0.068422	0.072014	0.048244	0.095101	0.19951	-0.11765	-0.14308	0.018529	-0.12105	0.016062	0.026313	-0.16965	0.29376	0.0069359	-0.10296	-0.13744	-0.053424	-0.035431	0.0063021	0.038865	0.23496	0.004599	0.12496	-0.18585	0.02209	0.18248	-0.20733	-0.028392	-0.38945	0.29563	-0.24661	0.054014	-0.20581	-0.15187	-0.12359	-0.040269	-0.17056	-0.22072
0.6427	0.062916	-0.098795	-0.057626	0.017253	-0.065419	-0.037507	0.17597	0.0028077	0.015777	-0.070912	0.024827	0.18879	0.22343	0.059153	-0.29901	-0.18515	0.033299	-0.091363	-0.052361	0.015477	0.011208	0.10701	-0.1029	0.022553	-0.071395	0.074739	-0.047263	-0.093853	-0.0059496	-0.0049135	-0.099125	-0.040728	-0.11382	-0.027587	-0.028621	-0.014322	-0.0070973	-0.039334	0.033577	-0.06248	0.0082871	0.061814	0.013353	-0.053615	0.059611	-0.0019456	-0.025079	0.068864	-0.011134	0.0098583	0.035525	0.024382	-0.079171	0.042606	0.039923	0.10756	0.14353	0.016042	0.035831	-0.07043	0.12526	0.033522	0.006015	-0.030132	-0.024941	-0.011372	0.044839	0.072599	0.028698	0.038351	-0.043967	0.020854	-0.045313	-0.060205	0.021572	-0.013264	0.039541	-0.066146	0.013692	0.065628	0.030021	-0.043457	0.080551	0.012007	-0.0051958	-0.0034923	-0.037247	-0.044396	-0.012739	-0.058526	0.042071	-0.019374	-0.053451	-0.057502	-0.004853	-0.0073576	-0.013356	0.038962	0.0016953
0.63784	0.085062	-0.12054	-0.083857	-0.028395	0.02094	-0.062457	0.26669	0.055799	0.0026438	-0.075785	0.033281	0.11858	0.24162	0.072708	-0.25998	-0.14431	0.022089	-0.18617	-0.15565	-0.026649	-0.021669	-0.010667	-0.030625	0.098008	-0.013483	-0.012463	0.014448	9.2732e-05	0.020376	-0.010858	-0.0062834	0.012175	-0.032815	0.0030891	0.0042049	-0.082348	0.046916	-0.014872	0.077566	-0.075378	-0.00095701	-0.0057838	-0.019846	-0.013044	0.086496	0.065414	-0.031386	0.0081002	0.0089193	-0.064827	0.017461	-0.044872	0.050666	-0.0001391	-0.0083834	-0.015038	-0.037559	0.032995	0.046267	0.046459	0.024455	-0.059968	0.0071027	0.053651	-0.077998	0.043902	-0.017825	-0.050826	0.020651	0.034332	-0.093887	0.014164	0.033539	0.054655	-0.0087581	-0.0024921	0.040467	0.056417	-0.014534	-0.082061	-0.051382	-0.018486	0.0063168	0.0030998	-0.019178	0.046372	0.026598	-0.0048387	-0.052414	0.047294	-0.030946	0.027297	0.049863	0.0046166	-0.02842	0.00024816	0.01981	0.014374	-0.024099
0.64429	0.08544	-0.095893	-0.085585	-0.0031066	-0.017809	-0.075898	0.1994	0.021415	0.032203	-0.063555	0.090859	0.10892	0.17481	0.087913	-0.23983	-0.12126	-0.012107	-0.080487	0.055036	0.026635	0.0026775	0.051339	-0.14637	-0.047847	-0.031594	-0.031053	-0.0092173	0.0739	-0.017285	0.089221	0.056527	0.023915	-0.026969	-0.0031314	-0.081675	-0.0030113	-0.068927	0.017818	-0.12184	0.0075432	-0.0095455	-0.041265	0.047464	0.058771	-0.0016286	0.052604	-0.059946	0.045954	0.070587	0.06272	-0.098861	-0.052737	0.012717	-0.055409	-0.010671	-0.072156	-0.15008	-0.019222	-0.068873	-0.0032185	-0.096097	-0.017638	-0.052079	-0.1398	0.060287	0.013069	-0.031047	0.014033	-0.11468	0.051859	-0.019994	0.027312	0.050864	0.1193	-0.053141	-0.058155	-0.04592	0.074969	-0.11494	-0.017615	-0.0174	-0.0026557	0.042101	-0.075544	0.046866	0.0097813	0.072086	0.080152	0.021597	-0.046494	-0.043049	0.0097288	0.0020486	0.057547	-0.02025	0.022645	0.099664	0.0088974	-0.081523
0.64083	0.04002	-0.12531	-0.040178	-0.028254	0.040674	-0.048404	0.2368	0.021986	0.018656	-0.061868	0.025555	0.17375	0.21905	0.033049	-0.25864	-0.13295	0.0070103	-0.10105	-0.090502	0.011144	0.0015581	-0.02447	-0.012624	0.026672	-0.036057	-0.0097819	-0.033401	-0.040039	0.035158	-0.054734	-0.078399	-0.0223	-0.056185	0.039287	-0.034602	-0.014935	0.0051693	0.072169	0.012597	-0.094094	0.031886	-0.027847	-0.014426	-0.058148	0.019532	0.080536	0.03671	0.10519	-0.015262	0.018868	0.0014966	-0.0053989	0.024527	0.096472	0.064916	0.0522	-0.0029125	0.090711	0.041979	-0.087626	-0.021538	0.016713	-0.059306	0.015829	-0.070307	-0.041776	-0.0037183	-0.065181	0.15596	-0.036987	0.029068	-0.0085976	-0.05304	0.018544	0.014212	0.095497	-0.082478	0.012541	-0.07425	-0.048567	-0.044999	0.010043	-0.032751	-0.092551	-0.0014384	-0.0024784	-0.041564	0.0024271	0.053347	-0.047123	-0.049909	-0.02773	0.022334	0.046769	0.023837	0.091332	-0.0074137	-0.15832	0.039842
0.63986	0.10069	-0.10741	-0.093368	0.024708	-0.091216	-0.061047	0.14588	0.043832	0.023583	-0.090686	0.060575	0.14743	0.20272	0.046119	-0.28004	-0.16123	0.037201	-0.17977	-0.09999	-0.030095	-0.0064484	0.038045	-0.09427	0.056699	-0.033096	-0.032854	-0.022455	0.074965	0.0060764	0.024139	0.059111	0.066837	-0.017396	-0.029246	-0.04921	-0.067979	-0.02204	0.00066938	-0.025201	-0.040143	-0.032586	-0.06544	0.093773	0.020075	0.050857	-0.027128	-0.060429	0.0070074	0.052266	0.046845	-0.010572	0.047076	0.020551	0.014143	-0.0013081	0.060208	-0.034394	-0.023029	0.037104	-0.017367	-0.006905	-0.0069222	0.013076	-0.077938	-0.019251	0.036291	-0.059512	0.092844	-0.087362	0.018577	-0.08354	-0.002288	0.13974	0.098449	-0.076847	-0.074938	0.047147	0.0548	-0.03928	-0.050832	0.031556	-0.032782	0.055297	0.020942	0.02724	0.028481	0.018103	-0.017159	-0.05745	0.03704	0.010872	-0.012001	-0.022324	0.059656	-0.024589	-0.0062783	0.10645	-0.02068	-0.020646
0.64019	0.09589	-0.10649	-0.089136	0.0087271	-0.031571	-0.05996	0.23356	0.045454	-0.00092858	-0.062969	0.052614	0.16512	0.24366	0.068094	-0.29339	-0.15185	0.010948	-0.11861	0.0029763	0.06621	0.036817	0.10277	-0.11661	-0.075319	-0.029413	-0.013598	0.0036455	0.0083087	0.020937	0.04706	0.013919	0.017737	0.023579	-0.033869	0.0083241	0.007101	0.0070092	0.03813	-0.022561	-0.063402	0.011141	-0.013336	0.084261	-0.011319	0.026205	0.065013	-0.088086	0.016569	-0.047737	0.055204	0.047174	-0.084616	-0.0038096	-0.0023477	0.026092	-0.009032	0.078781	-0.0099051	0.014031	0.043507	-0.018631	-0.0029989	-0.064757	0.028636	-0.023877	0.0034558	0.02841	-0.0036344	-0.099525	0.048771	-0.0717	-0.045476	0.011325	0.038874	0.014722	-0.03091	-0.043342	-0.01679	0.032991	-0.0093234	0.051468	-0.022552	-0.01712	0.024787	0.0033417	0.015669	-0.0099941	0.025885	0.020126	0.08083	-0.047991	0.011469	0.011351	0.027472	-0.030363	0.040895	-0.04939	0.055475	-0.022954
0.65676	-0.052674	-0.040669	0.035423	-0.0025942	-0.020214	0.019351	-0.043672	0.011999	0.051164	0.02581	-0.15312	0.10798	-0.020679	-0.068357	-0.034391	-0.1336	0.015106	0.052229	0.057455	0.039514	0.08	-0.11705	0.12154	-0.014466	0.026884	-0.0066505	-0.096786	0.016965	0.086916	-0.064732	0.018865	-0.050825	-0.012041	0.013948	0.024465	0.023184	0.050435	-0.041936	0.11347	0.12219	0.12017	-0.094988	-0.08659	-0.08086	-0.068411	-0.060187	-0.13481	0.0418	0.021164	0.067972	-0.088586	-0.021881	0.15083	-0.039852	-0.11788	0.076664	0.02503	-0.075274	0.081915	0.013709	-0.029726	-0.053707	0.0043105	0.0024148	-0.051638	0.14852	-0.10067	0.046682	0.050639	-0.001218	0.021053	-0.038218	0.040894	-0.13609	-0.0038951	0.059758	-0.083763	-0.062446	-0.076252	0.10293	-0.053004	-0.026734	-0.030528	-0.00086706	0.13242	0.028563	0.16825	0.065828	-0.050541	-0.042649	-0.11962	0.024818	-0.05397	0.039624	-0.055907	0.035182	0.15987	0.04954	-0.086725
0.64866	-0.0124	-0.10387	0.043819	-0.20984	-0.061805	-0.15363	-0.16998	-0.024003	-0.083789	-0.024679	0.066299	0.044107	0.076428	-0.0094292	0.048989	0.011597	-0.011019	-0.04823	0.020809	0.03485	-0.013457	-0.012442	-0.012861	-0.03287	-0.03235	0.056954	-0.10678	0.0085196	0.058561	-0.0015985	0.024043	0.046053	0.039407	-0.025231	-0.041998	0.060287	0.076237	0.08436	0.012208	0.038705	0.02582	0.041572	-0.054811	-0.11577	-0.0014565	-0.060322	-0.032338	0.0092384	0.025313	-0.059201	-0.07992	-0.044163	0.012084	0.053067	0.12601	0.038147	-0.11983	0.01778	-0.099848	-0.0045107	-0.008526	-0.02286	-0.073184	0.0079069	0.021139	0.0033729	-0.10797	-0.0048934	-0.0017416	0.087287	0.024001	-0.0077366	-0.033763	-0.024505	0.021374	-0.061318	0.019321	-0.042571	-0.045045	-0.057076	-0.024401	0.09041	-0.0072505	0.06909	0.032418	-0.037798	-0.064312	-0.0026935	0.039474	0.041176	-0.053105	-0.0357	0.030546	-0.019842	-0.010825	-0.093058	-0.1452	0.11061	-0.0019039
