0.62961	0.18531	0.076703	0.1594	0.040935	0.073463	0.031587	-0.1294	0.05942	-0.046793	0.0044742	0.023732	0.039304	0.0061085	0.1785
0.64455	0.031892	-0.10067	-0.0064659	-0.058334	-0.081267	-0.0085377	0.054285	-0.0032128	0.042246	-0.061287	-0.017574	-0.0376	-0.081792	0.013366
0.6427	0.062916	-0.098795	-0.057626	0.017253	-0.065419	-0.037507	0.17597	0.0028077	0.015777	-0.070912	0.024827	0.18879	0.22343	-0.059153
0.63784	0.085062	-0.12054	-0.083857	-0.028395	0.02094	-0.062457	0.26669	0.055799	0.0026438	-0.075785	0.033281	0.11858	0.24162	-0.072708
0.64429	0.08544	-0.095893	-0.085585	-0.0031066	-0.017809	-0.075898	0.1994	0.021415	0.032203	-0.063555	0.090859	0.10892	0.17481	-0.087913
0.64083	0.04002	-0.12531	-0.040178	-0.028254	0.040674	-0.048404	0.2368	0.021986	0.018656	-0.061868	0.025555	0.17375	0.21905	-0.033049
0.63986	0.10069	-0.10741	-0.093368	0.024708	-0.091216	-0.061047	0.14588	0.043832	0.023583	-0.090686	0.060575	0.14743	0.20272	-0.046119
0.64019	0.09589	-0.10649	-0.089136	0.0087271	-0.031571	-0.05996	0.23356	0.045454	-0.00092858	-0.062969	0.052614	0.16512	0.24366	-0.068094
0.65676	-0.052674	-0.040669	0.035423	-0.0025942	-0.020214	0.019351	-0.043672	0.011999	0.051164	0.02581	-0.15312	0.10798	-0.020679	0.068357
0.64866	-0.0124	-0.10387	0.043819	-0.20984	-0.061805	-0.15363	-0.16998	-0.024003	-0.083789	-0.024679	0.066299	0.044107	0.076428	0.0094292
0.65113	-0.092613	0.03044	0.0053155	0.11298	-0.01917	-0.069218	-0.053827	-0.10935	-0.07592	-0.033686	0.0559	-0.096435	-0.024306	-0.019949
0.64118	-0.058413	0.11272	-0.040379	-0.023393	0.092909	-0.042344	0.044187	-0.0092484	0.024824	-0.034436	0.07687	0.081296	0.044914	0.086449
0.64826	-0.080811	0.10745	-0.023477	0.012473	0.074873	-0.086862	0.054411	-0.010949	0.01711	-0.028145	0.049374	0.01972	0.022191	0.085929
