0.62961	0.18531	0.076703	0.1594	0.040935	0.073463	0.031587	-0.1294	0.05942	-0.046793	0.0044742	0.023732	0.039304	0.0061085	-0.1785	-0.17682	0.11449	0.027145	-0.043107	0.0070589	-0.011144	0.012135	0.1254	0.17738	0.045503	-0.11108	0.06813	-0.052172	-0.018898	-0.025804	-0.051106	0.1453	0.046042	0.06214	-0.039581	0.029276	0.053409	0.082747	0.0090158	-0.07199	0.01833	0.048002	0.061494	-0.041472	-0.03387	0.10014	0.037618	0.035946	-0.0611	-0.042458
0.64455	0.031892	-0.10067	-0.0064659	-0.058334	-0.081267	-0.0085377	0.054285	-0.0032128	0.042246	-0.061287	-0.017574	-0.0376	-0.081792	-0.013366	-0.028446	-0.054148	-0.0041669	0.090992	0.059246	-0.041529	0.015602	0.011952	-0.022791	0.1171	-0.048878	0.015846	-0.060124	-0.15736	-0.17744	-0.019276	0.019538	-0.079865	-0.069155	-0.049621	0.078164	0.046717	0.026063	0.056297	0.015438	0.12805	-0.023248	-0.1553	-0.031224	-0.011487	-0.16895	0.10926	0.045027	0.041299	-0.09471
0.6427	0.062916	-0.098795	-0.057626	0.017253	-0.065419	-0.037507	0.17597	0.0028077	0.015777	-0.070912	0.024827	0.18879	0.22343	0.059153	-0.29901	-0.18515	0.033299	-0.091363	-0.052361	0.015477	0.011208	0.10701	-0.1029	0.022553	-0.071395	0.074739	-0.047263	-0.093853	-0.0059496	-0.0049135	-0.099125	-0.040728	-0.11382	-0.027587	-0.028621	-0.014322	-0.0070973	-0.039334	0.033577	-0.06248	0.0082871	0.061814	0.013353	-0.053615	0.059611	-0.0019456	-0.025079	0.068864	-0.011134
0.63784	0.085062	-0.12054	-0.083857	-0.028395	0.02094	-0.062457	0.26669	0.055799	0.0026438	-0.075785	0.033281	0.11858	0.24162	0.072708	-0.25998	-0.14431	0.022089	-0.18617	-0.15565	-0.026649	-0.021669	-0.010667	-0.030625	0.098008	-0.013483	-0.012463	0.014448	9.2732e-05	0.020376	-0.010858	-0.0062834	0.012175	-0.032815	0.0030891	0.0042049	-0.082348	0.046916	-0.014872	0.077566	-0.075378	-0.00095701	-0.0057838	-0.019846	-0.013044	0.086496	0.065414	-0.031386	0.0081002	0.0089193
0.64429	0.08544	-0.095893	-0.085585	-0.0031066	-0.017809	-0.075898	0.1994	0.021415	0.032203	-0.063555	0.090859	0.10892	0.17481	0.087913	-0.23983	-0.12126	-0.012107	-0.080487	0.055036	0.026635	0.0026775	0.051339	-0.14637	-0.047847	-0.031594	-0.031053	-0.0092173	0.0739	-0.017285	0.089221	0.056527	0.023915	-0.026969	-0.0031314	-0.081675	-0.0030113	-0.068927	0.017818	-0.12184	0.0075432	-0.0095455	-0.041265	0.047464	0.058771	-0.0016286	0.052604	-0.059946	0.045954	0.070587
0.64083	0.04002	-0.12531	-0.040178	-0.028254	0.040674	-0.048404	0.2368	0.021986	0.018656	-0.061868	0.025555	0.17375	0.21905	0.033049	-0.25864	-0.13295	0.0070103	-0.10105	-0.090502	0.011144	0.0015581	-0.02447	-0.012624	0.026672	-0.036057	-0.0097819	-0.033401	-0.040039	0.035158	-0.054734	-0.078399	-0.0223	-0.056185	0.039287	-0.034602	-0.014935	0.0051693	0.072169	0.012597	-0.094094	0.031886	-0.027847	-0.014426	-0.058148	0.019532	0.080536	0.03671	0.10519	-0.015262
0.63986	0.10069	-0.10741	-0.093368	0.024708	-0.091216	-0.061047	0.14588	0.043832	0.023583	-0.090686	0.060575	0.14743	0.20272	0.046119	-0.28004	-0.16123	0.037201	-0.17977	-0.09999	-0.030095	-0.0064484	0.038045	-0.09427	0.056699	-0.033096	-0.032854	-0.022455	0.074965	0.0060764	0.024139	0.059111	0.066837	-0.017396	-0.029246	-0.04921	-0.067979	-0.02204	0.00066938	-0.025201	-0.040143	-0.032586	-0.06544	0.093773	0.020075	0.050857	-0.027128	-0.060429	0.0070074	0.052266
0.64019	0.09589	-0.10649	-0.089136	0.0087271	-0.031571	-0.05996	0.23356	0.045454	-0.00092858	-0.062969	0.052614	0.16512	0.24366	0.068094	-0.29339	-0.15185	0.010948	-0.11861	0.0029763	0.06621	0.036817	0.10277	-0.11661	-0.075319	-0.029413	-0.013598	0.0036455	0.0083087	0.020937	0.04706	0.013919	0.017737	0.023579	-0.033869	0.0083241	0.007101	0.0070092	0.03813	-0.022561	-0.063402	0.011141	-0.013336	0.084261	-0.011319	0.026205	0.065013	-0.088086	0.016569	-0.047737
0.65676	-0.052674	-0.040669	0.035423	-0.0025942	-0.020214	0.019351	-0.043672	0.011999	0.051164	0.02581	-0.15312	0.10798	-0.020679	-0.068357	-0.034391	-0.1336	0.015106	0.052229	0.057455	0.039514	0.08	-0.11705	0.12154	-0.014466	0.026884	-0.0066505	-0.096786	0.016965	0.086916	-0.064732	0.018865	-0.050825	-0.012041	0.013948	0.024465	0.023184	0.050435	-0.041936	0.11347	0.12219	0.12017	-0.094988	-0.08659	-0.08086	-0.068411	-0.060187	-0.13481	0.0418	0.021164
0.64866	-0.0124	-0.10387	0.043819	-0.20984	-0.061805	-0.15363	-0.16998	-0.024003	-0.083789	-0.024679	0.066299	0.044107	0.076428	-0.0094292	0.048989	0.011597	-0.011019	-0.04823	0.020809	0.03485	-0.013457	-0.012442	-0.012861	-0.03287	-0.03235	0.056954	-0.10678	0.0085196	0.058561	-0.0015985	0.024043	0.046053	0.039407	-0.025231	-0.041998	0.060287	0.076237	0.08436	0.012208	0.038705	0.02582	0.041572	-0.054811	-0.11577	-0.0014565	-0.060322	-0.032338	0.0092384	0.025313
0.65113	-0.092613	0.03044	0.0053155	0.11298	-0.01917	-0.069218	-0.053827	-0.10935	-0.07592	-0.033686	0.0559	-0.096435	-0.024306	0.019949	-0.065449	-0.1041	-0.03366	-0.014966	-0.053553	-0.056	-0.035482	-0.0039766	0.057514	0.25094	-0.050584	-0.030731	-0.00032251	0.10883	-0.062319	0.027938	0.035549	0.11	-0.027479	-0.045322	0.09251	-0.141	-0.2131	-0.10264	-0.036523	0.023215	-0.014007	-0.031135	-0.050286	0.080111	-0.11567	-0.0029227	0.017046	-0.035627	-0.076758
0.64118	-0.058413	0.11272	-0.040379	-0.023393	0.092909	-0.042344	0.044187	-0.0092484	0.024824	-0.034436	0.07687	0.081296	0.044914	-0.086449	0.14184	0.043414	0.023137	-0.11364	-0.079451	-0.088847	-0.054137	0.12642	0.099968	0.12081	-0.097987	-0.035227	0.081724	0.1239	-0.28949	-0.02237	-0.10772	-0.021632	0.093971	0.049715	-0.048804	-0.13436	0.069281	0.028858	0.044039	0.093626	-0.03167	-0.14789	-0.11158	0.051446	0.042099	-0.19839	-0.015269	0.053639	0.096177
0.64826	-0.080811	0.10745	-0.023477	0.012473	0.074873	-0.086862	0.054411	-0.010949	0.01711	-0.028145	0.049374	0.01972	0.022191	-0.085929	0.087483	0.0025007	0.059858	-0.01323	-0.11116	-0.13585	-0.1132	0.10668	-0.0014776	0.10696	-0.063704	-0.032357	0.064701	0.13293	-0.22001	-0.0020274	-0.03865	-0.078191	-0.022368	0.13946	-0.029063	-0.14871	0.06919	0.030213	0.004204	0.052673	-0.049759	-0.085451	-0.050172	0.12913	0.10429	-0.22947	-0.023053	0.04614	0.095286
0.6482	-0.091145	-0.078686	0.066454	0.092729	-0.014913	0.061805	-0.085343	-0.029638	0.061501	-0.028083	-0.041566	0.023441	-0.004845	-0.11626	-0.063527	0.0095981	-0.013414	0.085936	-0.074103	-0.039377	0.098367	-0.055418	0.048979	-0.10621	0.015594	-0.093353	-0.057159	0.02116	-0.0080155	0.0040912	-0.013064	-0.031571	-0.030749	0.076655	-0.021499	-0.014605	0.10789	0.11145	-0.014366	-0.12233	0.063733	-0.025547	-0.039252	0.0053869	-0.13576	-0.082642	-0.052521	0.038383	-0.0060898
